areacd,resident,workday,home,within,to1cd,to1,to2cd,to2,to3cd,to3,to4cd,to4,to5cd,to5,from1cd,from1,from2cd,from2,from3cd,from3,from4cd,from4,from5cd,from5,toother,fromother
E07000133,26380,20490,3578,10770,E06000016,1802,E07000130,1454,E06000017,1036,E06000018,865,E07000141,801,E07000130,1009,E06000016,984,E07000141,894,E07000176,561,E06000017,484,6074,2210
E07000134,46522,50615,5069,18880,E07000130,3650,E06000016,2318,E07000132,1475,E07000039,1443,E07000129,1323,E07000039,3995,E07000130,3263,E06000015,2616,E07000036,1891,E07000132,1870,12364,13031
E07000135,26550,19584,2235,5479,E06000016,9930,E07000129,2479,E07000131,1126,E07000130,699,E07000132,396,E06000016,5568,E07000129,2131,E07000131,1628,E07000130,825,E07000132,458,4206,1260
E07000136,30978,28592,2892,18205,E07000140,2920,E07000137,1432,E07000139,807,E07000141,312,E07000138,280,E07000137,3278,E07000140,1677,E07000139,1121,E07000141,321,E07000138,187,4130,911
E07000137,56911,47780,8931,30498,E06000012,3336,E07000136,3278,E07000138,1527,E07000139,1051,E07000142,846,E07000136,1432,E07000139,1396,E06000012,1257,E07000142,919,E07000138,774,7444,2573
E07000138,44776,52138,3132,23423,E07000139,6795,E07000142,2230,E07000175,1426,E07000137,774,E07000141,426,E07000139,11050,E07000142,7888,E07000137,1527,E07000175,959,E07000141,647,6570,3512
E07000139,52708,42194,6063,19805,E07000138,11050,E07000141,2247,E07000137,1396,E07000175,1338,E07000142,1291,E07000138,6795,E07000142,1978,E07000141,1501,E07000137,1051,E07000175,917,9518,4084
E07000140,41801,35834,5066,21813,E06000031,3266,E07000136,1677,E07000141,1303,E07000010,1294,E07000146,1059,E07000136,2920,E07000141,1339,E06000031,1141,E07000146,901,E07000010,727,6323,1927
E07000141,66971,52797,8118,30494,E06000031,7791,E06000017,2301,E07000139,1501,E07000140,1339,E07000175,1114,E06000031,2682,E07000139,2247,E07000140,1303,E06000017,1244,E07000175,1079,14313,5630
E07000142,42323,28470,5866,13435,E07000138,7888,E06000013,2944,E07000139,1978,E06000012,1760,E07000171,1054,E07000138,2230,E06000013,1421,E07000139,1291,E06000012,864,E07000137,846,7398,2517
E07000143,61794,45987,7706,25903,E07000148,4628,E07000149,4201,E07000146,2549,E07000201,2404,E07000204,2303,E07000149,2697,E07000146,1661,E07000148,1504,E07000201,1187,E07000144,1157,12100,4172
E07000144,62011,42622,6892,16872,E07000148,19976,E07000149,4779,E07000147,2711,E07000145,1668,E07000143,1157,E07000148,7681,E07000149,3455,E07000147,3003,E07000143,1871,E07000145,1333,7956,1515
E07000145,41545,36924,3909,23765,E07000206,2787,E07000148,2031,E07000144,1333,E07000149,842,E07000147,825,E07000206,4142,E07000144,1668,E07000149,854,E07000148,848,E07000147,766,6053,972
E07000146,67770,58115,8183,38885,E07000010,3509,E07000143,1661,E07000147,1327,E07000201,1203,E07000140,901,E07000143,2549,E07000010,2032,E07000147,1273,E07000140,1059,E07000144,420,12101,3714
E07000147,43651,35850,7044,20300,E07000148,3540,E07000144,3003,E07000146,1273,E07000149,891,E07000145,766,E07000144,2711,E07000143,1338,E07000146,1327,E07000148,1078,E07000145,825,6834,1227
E07000148,62748,85370,4855,32123,E07000144,7681,E07000149,7025,E07000143,1504,E07000147,1078,E07000145,848,E07000144,19976,E07000149,13361,E07000143,4628,E07000147,3540,E07000145,2031,7634,4856
E07000149,60798,49712,8041,19000,E07000148,13361,E07000144,3455,E07000143,2697,E07000206,2303,E07000203,1782,E07000148,7025,E07000144,4779,E07000143,4201,E07000206,1650,E07000203,1372,10159,3644
E07000150,30779,29176,1880,18120,E07000153,3032,E07000154,982,E07000152,761,E07000156,438,E06000017,372,E07000153,3593,E07000152,1115,E07000131,637,E06000031,457,E06000017,450,5194,2924
E07000151,39789,35928,5867,12786,E07000154,6306,E07000220,1579,E07000155,1456,E07000177,905,E06000042,759,E07000154,4177,E07000220,3603,E08000026,1196,E07000155,1092,E07000153,763,10131,6444
E07000152,43651,27900,5264,12593,E07000156,4534,E07000154,3293,E07000153,2627,E06000055,2344,E06000031,1625,E07000156,2325,E07000153,1715,E06000031,1158,E07000154,858,E07000150,761,11371,3226
E07000153,47164,39150,4625,20545,E07000150,3593,E07000154,3559,E07000156,2656,E07000152,1715,E07000131,1267,E07000150,3032,E07000152,2627,E07000156,2239,E07000154,1769,E07000131,910,9204,3403
E07000154,107167,111094,8548,63048,E06000042,4221,E07000151,4177,E07000155,3727,E07000156,3117,E07000153,1769,E07000151,6306,E07000155,6275,E07000156,5802,E07000153,3559,E07000152,3293,18560,14263
E07000155,46045,30853,6918,9958,E07000154,6275,E06000042,5631,E07000177,4278,E07000004,1296,E07000151,1092,E07000154,3727,E07000177,2224,E07000151,1456,E06000042,1311,E07000004,807,10597,4452
E07000156,36504,31860,3363,13549,E07000154,5802,E07000152,2325,E07000153,2239,E06000042,1378,E06000055,730,E07000152,4534,E07000154,3117,E07000153,2656,E07000151,634,E07000155,517,7118,3490
E06000048,147827,115030,18334,74442,E08000021,19289,E08000022,10506,E08000020,4691,E08000024,1677,E06000047,1676,E08000021,6275,E08000022,6256,E08000020,3592,E06000047,2279,E08000024,1027,17212,2825
E07000163,27916,25415,4751,11763,E08000032,3963,E08000035,1088,E07000122,596,E07000121,516,E07000031,413,E08000032,4279,E07000122,1713,E08000035,467,E07000121,340,E07000165,297,4826,1805
E07000164,45714,45946,7526,20799,E07000165,2377,E06000014,2158,E06000002,1817,E06000004,1494,E06000003,932,E06000014,2915,E07000166,2057,E07000165,1920,E06000004,1659,E06000002,1450,8611,7620
E07000165,82088,77220,12446,45408,E08000035,8481,E07000164,1920,E06000014,1837,E08000032,1202,E08000036,467,E08000035,6019,E07000164,2377,E06000014,2194,E08000032,1485,E07000169,710,10327,6581
E07000166,28015,26090,5034,13801,E07000164,2057,E06000005,1387,E06000047,640,E07000165,593,E06000004,333,E06000005,1286,E07000164,848,E06000047,778,E07000165,399,E06000004,236,4170,3708
E07000167,25818,24342,5283,12012,E06000014,2125,E07000168,1314,E07000164,523,E06000011,454,E06000047,388,E07000168,2036,E06000014,1730,E06000011,1016,E07000164,458,E06000010,276,3719,1531
E07000168,48747,43012,6606,31348,E07000167,2036,E06000011,856,E06000003,632,E06000014,533,E07000164,280,E06000011,1622,E07000167,1314,E06000003,521,E06000014,260,E07000169,232,6456,1109
E07000169,43495,32827,5230,14362,E08000035,6193,E06000014,5093,E08000036,3039,E06000011,1607,E07000165,710,E06000011,2524,E08000036,2518,E08000035,2047,E06000014,1805,E08000017,1312,7261,3029
E07000170,55484,49334,4209,19362,E06000018,7571,E07000174,4548,E07000032,2568,E07000033,2199,E07000172,1647,E07000174,6949,E06000018,2860,E07000033,2293,E07000173,1947,E07000175,1764,13380,9950
E07000171,53092,48555,5624,26770,E08000017,3345,E08000019,1829,E08000018,1771,E07000175,1489,E07000033,1007,E08000017,2226,E08000018,2169,E07000175,1719,E07000033,1658,E07000174,1093,11257,7296
E07000172,53367,35609,4737,11874,E06000018,15394,E07000036,3761,E07000176,1814,E07000032,1733,E06000015,1723,E06000018,4890,E07000036,3968,E07000170,1647,E07000173,1416,E07000032,1414,12331,5663
E07000173,55929,33037,5267,12336,E06000018,20015,E07000176,2686,E07000170,1947,E07000172,1416,E07000175,1410,E06000018,6117,E07000170,1629,E07000176,1585,E07000175,1474,E07000172,1049,10852,3580
E07000174,48561,37549,3669,17969,E07000170,6949,E07000175,3593,E06000018,2443,E07000033,2229,E07000171,1093,E07000170,4548,E07000175,3132,E07000033,1997,E07000173,1137,E06000018,872,10616,4225
E07000175,54899,47304,7086,22891,E06000018,3480,E07000174,3132,E07000170,1764,E07000171,1719,E07000173,1474,E07000174,3593,E07000171,1489,E07000138,1426,E07000173,1410,E07000139,1338,13353,8071
E07000176,55665,42655,7535,14223,E06000018,15002,E07000130,2048,E07000173,1585,E07000172,1229,E07000175,994,E06000018,6962,E07000173,2686,E07000172,1814,E07000175,1109,E07000130,1035,13049,7291
E07000177,75249,66773,8727,34879,E07000178,9528,E07000181,2269,E07000155,2224,E07000180,1584,E07000004,1582,E07000155,4278,E07000181,3321,E07000178,2187,E07000004,2160,E07000221,1377,14456,9844
E07000178,70245,95612,7431,42406,E07000180,3574,E07000179,2541,E07000177,2187,E07000181,1245,E09000033,532,E07000180,10753,E07000177,9528,E07000181,7541,E07000179,7369,E07000004,1445,10329,9139
E07000179,70714,56656,10709,22358,E07000178,7369,E07000180,6217,E06000038,2514,E07000007,2236,E07000004,1586,E07000180,3946,E07000004,2622,E06000038,2615,E07000178,2541,E07000007,1521,17725,10344
E07000180,63646,57895,7970,25228,E07000178,10753,E07000179,3946,E07000181,1852,E07000177,1366,E06000030,1355,E07000179,6217,E07000178,3574,E07000181,3051,E06000030,2552,E07000177,1584,11176,7719
E07000181,57076,44106,7901,24437,E07000178,7541,E07000177,3321,E07000180,3051,E07000179,828,E07000079,683,E07000177,2269,E07000180,1852,E07000178,1245,E07000079,1052,E06000030,655,9314,4695
E06000051,152309,134829,23567,82151,E06000020,11105,E08000031,2346,W06000006,2192,W06000023,1838,E08000025,1312,E06000020,8185,W06000023,3135,W06000006,2700,E06000019,1278,E08000031,1085,27798,12728
E07000187,54272,44745,8764,24531,E06000022,4285,E06000054,3121,E07000189,2252,E06000023,1369,E07000188,1247,E06000022,2900,E07000189,2038,E07000188,2023,E06000054,1828,E06000023,491,8703,2170
E07000188,54956,42352,7339,25804,E07000190,4936,E06000024,3423,E07000187,2023,E06000023,1599,E07000189,1020,E07000190,2385,E06000024,2359,E07000187,1247,E07000189,814,E07000191,587,8812,1817
E07000189,79424,72128,10805,46159,E07000052,3721,E07000190,3114,E07000187,2038,E07000050,1154,E07000188,814,E07000052,3410,E07000187,2252,E07000190,1916,E07000050,1396,E07000188,1020,11619,5170
E07000190,54619,56299,6815,33771,E07000188,2385,E07000189,1916,E07000041,799,E07000191,758,E07000042,625,E07000188,4936,E07000189,3114,E07000042,1773,E07000191,1516,E07000040,683,7550,3691
E07000191,15557,13730,3998,6952,E07000190,1516,E07000188,587,E07000042,144,E07000189,117,E07000043,89,E07000188,1000,E07000190,758,E07000042,143,E07000043,102,E08000002,84,2154,693
E07000192,47599,34545,3773,15908,E07000194,4285,E08000030,3855,E07000197,3420,E07000196,2472,E08000025,2035,E07000196,3328,E07000194,2706,E08000030,2243,E07000197,1720,E08000031,928,11851,3939
E07000193,55186,55768,5650,26843,E07000039,4025,E06000015,2488,E07000194,1927,E07000197,1113,E08000025,982,E07000039,7129,E06000015,2384,E07000194,1708,E07000198,1669,E06000021,1394,12158,8991
E07000194,49339,41321,6262,14663,E08000025,6076,E08000030,3197,E07000192,2706,E07000199,2171,E07000193,1708,E07000192,4285,E07000199,2945,E08000030,2311,E08000025,2207,E07000193,1927,12556,6721
E07000195,57642,45675,5048,19172,E06000021,16237,E06000049,4557,E07000197,2487,E07000198,1163,E06000051,647,E06000021,11756,E06000049,2644,E07000198,2143,E07000197,1616,E06000051,472,8331,2824
E07000196,53674,32686,6130,8981,E08000031,10381,E08000030,3876,E08000027,3736,E07000192,3328,E08000025,2545,E08000031,4448,E07000192,2472,E08000027,2333,E07000197,2018,E08000030,1746,14697,4558
E07000197,64886,63630,7885,31910,E06000021,4631,E07000196,2018,E07000192,1720,E07000195,1616,E08000025,1171,E06000021,5119,E07000192,3420,E07000195,2487,E07000196,1844,E07000198,1581,13935,9384
E07000198,47942,31667,6073,15393,E06000021,9529,E06000049,3668,E07000195,2143,E07000193,1669,E07000197,1581,E06000021,5182,E07000195,1163,E06000049,847,E07000197,659,E07000193,628,7886,1722
E07000199,38392,27802,2809,13681,E07000218,4862,E08000025,4672,E07000194,2945,E08000029,1077,E07000193,469,E07000218,2315,E07000194,2171,E08000025,1432,E08000030,458,E07000039,426,7877,4510
E07000200,42632,32373,5968,14789,E07000202,5006,E07000071,2440,E07000204,2269,E07000203,1475,E07000205,1216,E07000202,3633,E07000203,1363,E07000071,1266,E07000067,1211,E07000204,1120,9469,3023
E07000201,31734,30464,3146,14283,E07000204,2247,E07000009,1910,E07000008,1852,E07000012,1425,E07000143,1187,E07000009,3348,E07000204,2527,E07000143,2404,E07000146,1203,E07000203,604,5684,2949
E07000202,65756,66857,4734,34626,E07000205,7268,E07000203,3857,E07000200,3633,E07000071,1315,E07000204,746,E07000205,11036,E07000203,5217,E07000200,5006,E07000071,1434,E07000076,1071,9577,3733
E07000203,48942,37857,7484,16443,E07000204,5569,E07000202,5217,E07000205,2118,E07000149,1372,E07000200,1363,E07000202,3857,E07000149,1782,E07000204,1714,E07000205,1631,E07000200,1475,9376,3471
E07000204,56839,54695,6463,28721,E07000008,2858,E07000201,2527,E07000012,2302,E07000203,1714,E07000200,1120,E07000203,5569,E07000143,2303,E07000200,2269,E07000201,2247,E07000067,878,11134,6245
E07000205,58882,50443,8527,26773,E07000202,11036,E07000203,1631,E07000200,997,E07000206,959,E07000071,538,E07000202,7268,E07000203,2118,E07000206,1377,E07000200,1216,E07000076,445,8421,2719
E07000206,49561,41252,5109,27818,E07000145,4142,E07000149,1650,E07000148,1628,E07000205,1377,E07000144,550,E07000145,2787,E07000149,2303,E07000205,959,E07000148,548,E07000144,394,7287,1334
E07000207,65279,51543,10110,14404,E09000021,3947,E09000033,3934,E09000001,3071,E09000027,2083,E07000212,2077,E09000021,3145,E07000212,2908,E07000217,2831,E07000213,1774,E07000209,1579,25653,14792
E07000208,38273,26928,4197,7504,E09000021,3011,E09000029,2270,E09000033,1939,E07000210,1927,E09000024,1390,E09000029,3454,E07000211,2312,E07000210,1600,E09000021,1411,E09000008,844,16035,5606
E07000209,70500,72517,9325,24820,E07000216,3722,E07000217,3093,E07000092,2656,E09000033,1781,E07000207,1579,E07000216,7730,E07000217,4626,E07000092,3579,E07000214,2224,E07000085,1804,23524,18409
E07000210,42785,42882,6930,12184,E07000211,2466,E07000209,1792,E07000208,1600,E09000033,1373,E07000207,1274,E07000211,3452,E07000208,1927,E07000227,1600,E07000209,1503,E09000029,1367,15166,13919
E07000211,71716,62190,8658,21049,E07000226,4735,E07000210,3452,E09000029,2743,E09000033,2371,E07000208,2312,E07000215,3537,E09000008,3489,E07000226,3468,E09000029,3344,E07000210,2466,26396,16179
E07000212,40985,46747,4914,11229,E07000207,2908,E07000213,2344,E07000217,2037,E09000017,1687,E09000018,1633,E07000213,4215,E07000217,2957,E07000207,2077,E07000214,1649,E09000018,1645,14233,18061
E07000213,50484,37098,4902,11153,E09000018,5579,E09000017,4219,E07000212,4215,E09000027,2111,E07000207,1774,E09000018,3447,E07000212,2344,E09000027,1477,E07000207,1404,E09000017,841,16531,11530
E07000214,45303,40465,6317,10888,E07000092,2806,E07000209,2224,E07000217,2144,E07000212,1649,E06000036,1624,E07000092,4693,E07000089,2972,E06000036,2803,E07000209,1560,E07000217,1362,17651,9870
E07000215,42142,29485,6579,8969,E07000211,3537,E09000008,3321,E09000033,1671,E07000226,1492,E09000001,1488,E09000008,3009,E07000211,2111,E07000228,1834,E07000226,1008,E07000111,819,15085,5156
E07000216,59760,47362,10204,16272,E07000209,7730,E07000092,2174,E07000085,1671,E09000033,1576,E09000001,1371,E07000085,3866,E07000209,3722,E07000092,2703,E07000225,1426,E07000089,1149,18762,8020
E07000217,51673,40313,5947,14093,E07000209,4626,E07000212,2957,E07000207,2831,E09000033,1871,E09000001,1402,E07000209,3093,E07000214,2144,E07000212,2037,E07000216,1037,E07000207,1031,17946,10931
E07000218,31418,37300,3451,8567,E08000025,4238,E07000199,2315,E07000219,2060,E08000029,1697,E08000026,1614,E08000025,5151,E07000199,4862,E07000219,3176,E08000029,2301,E08000026,1134,7476,8658
E07000219,60416,41601,4443,22121,E08000026,11392,E07000218,3176,E07000132,2606,E07000220,1896,E07000222,1867,E08000026,4878,E07000132,2104,E07000218,2060,E07000220,803,E08000025,647,12915,4545
E07000220,50716,44263,5297,21443,E08000026,4909,E07000151,3603,E07000222,2496,E07000131,1318,E07000221,1027,E08000026,3805,E07000219,1896,E07000151,1579,E07000131,983,E07000132,982,10623,8278
E07000221,61377,59151,10476,23266,E07000222,5881,E08000025,2356,E08000026,1854,E07000236,1690,E08000029,1387,E07000222,5248,E07000236,3268,E07000238,2315,E08000025,2085,E08000026,1976,14467,10517
E07000222,70069,73915,8380,31809,E08000026,7903,E07000221,5248,E08000025,2526,E08000029,1800,E07000220,955,E08000026,9249,E07000221,5881,E07000220,2496,E08000029,2327,E08000025,2146,11448,11627
E07000223,29578,19375,3055,6972,E06000043,6615,E07000229,4237,E07000227,995,E07000228,779,E07000226,709,E06000043,3077,E07000229,2943,E07000224,902,E07000227,836,E07000063,345,6216,1245
E07000224,68079,43104,8688,25454,E07000225,10551,E07000229,5733,E07000227,1887,E06000043,1065,E07000223,902,E07000229,3179,E07000225,2263,E07000227,628,E07000223,559,E06000043,551,13799,1782
E07000225,53905,56761,9007,23500,E07000224,2263,E06000044,1565,E07000090,1470,E07000216,1426,E07000085,1159,E07000224,10551,E07000090,3100,E06000044,1923,E07000085,1587,E07000227,1081,13515,6012
E07000226,55676,75660,3724,28828,E07000211,3468,E07000228,2651,E07000227,2438,E07000210,1100,E07000215,1008,E07000228,7119,E07000227,6159,E07000211,4735,E06000043,3715,E09000008,1885,12459,19495
E07000227,66864,51053,9933,24413,E07000226,6159,E07000228,2011,E06000043,1720,E07000210,1600,E07000211,1443,E07000226,2438,E07000229,2040,E07000224,1887,E06000043,1862,E07000228,1805,19585,6675
E07000228,72805,55478,9685,25400,E07000226,7119,E06000043,3492,E07000215,1834,E07000227,1805,E07000063,1803,E06000043,4008,E07000226,2651,E07000065,2375,E07000063,2131,E07000227,2011,21667,7217
E07000229,50977,45297,5371,23236,E06000043,3315,E07000224,3179,E07000223,2943,E07000227,2040,E07000226,1057,E07000224,5733,E07000223,4237,E06000043,2803,E07000227,1303,E07000225,413,9836,2201
E06000054,240956,205877,33409,132751,E06000030,10569,E06000022,8292,E07000093,5394,E06000025,3161,E06000023,2758,E06000030,7174,E06000022,3387,E07000187,3121,E07000093,2539,E07000050,1886,44622,21610
E07000234,46604,36019,5895,11254,E08000025,9996,E07000236,2904,E08000027,1899,E08000029,1896,E07000238,1556,E08000025,5073,E07000236,3767,E08000027,1937,E07000238,1522,E07000239,1186,11204,5385
E07000235,34767,28628,6450,11231,E07000237,4967,E07000238,1599,E06000019,1341,E08000025,834,E07000083,703,E07000237,3904,E06000019,1835,E07000238,1265,E07000239,717,E06000051,566,7642,2660
E07000236,43095,36125,3670,18714,E07000234,3767,E08000025,3311,E07000221,3268,E08000029,1282,E07000238,1149,E07000234,2904,E08000025,2666,E07000221,1690,E07000238,1198,E08000029,804,7934,4479
E07000237,50330,50176,4274,24768,E07000238,5054,E07000235,3904,E08000025,1343,E07000234,812,E07000239,774,E07000238,5753,E07000235,4967,E07000239,2387,E07000234,1176,E06000019,1144,9401,5707
E07000238,58785,50029,8750,20677,E07000237,5753,E07000221,2315,E08000025,1952,E07000083,1865,E07000234,1522,E07000237,5054,E07000239,3377,E07000235,1599,E07000234,1556,E07000236,1149,15951,7867
E07000239,46672,34047,5254,20165,E07000238,3377,E08000027,2473,E07000237,2387,E08000025,2318,E07000234,1186,E08000027,1924,E07000238,1043,E06000051,1037,E07000237,774,E07000234,679,9512,3171
E06000053,1344,1230,447,664,E06000052,88,E06000026,2,E07000040,2,E07000166,2,E09000014,1,E06000052,94,E07000067,3,E07000176,3,E07000052,2,E07000151,2,138,15
W06000001,30726,22206,4163,14939,W06000002,6616,W06000003,761,W06000004,157,W06000009,72,E06000050,70,W06000002,2011,W06000003,417,W06000004,46,E06000050,40,W06000005,39,3948,551
W06000002,54523,53424,8864,33538,W06000001,2011,W06000003,1520,W06000004,544,W06000008,433,W06000023,380,W06000001,6616,W06000003,2373,W06000004,322,W06000008,300,W06000023,234,7233,1177
W06000003,50627,41688,6977,27307,W06000004,5407,W06000002,2373,W06000005,1048,W06000001,417,E06000050,409,W06000004,3332,W06000002,1520,W06000005,790,W06000001,761,W06000006,269,6689,732
W06000004,41474,38375,5278,21409,W06000005,3353,W06000003,3332,W06000006,1423,E06000050,959,W06000002,322,W06000003,5407,W06000005,2879,W06000006,1322,W06000002,544,E06000050,438,5398,1098
W06000005,74421,67503,6697,37036,E06000050,10693,W06000006,4568,W06000004,2879,E08000015,991,W06000003,790,E06000050,7729,W06000006,4242,W06000004,3353,E08000015,2828,W06000003,1048,10767,4570
W06000006,63967,57114,5460,37698,E06000050,4263,W06000005,4242,E06000051,2700,W06000004,1322,E06000049,418,W06000005,4568,E06000050,2297,E06000051,2192,W06000004,1423,E08000015,425,7864,3051
W06000023,64632,55077,14260,32701,E06000051,3135,E06000019,1185,W06000011,841,W06000012,731,W06000021,617,E06000051,1838,E06000019,918,W06000012,848,W06000021,580,W06000019,570,11162,3362
W06000008,32853,29972,7054,18804,W06000010,1581,W06000009,711,W06000002,300,W06000023,258,W06000011,87,W06000010,1548,W06000009,1232,W06000002,433,W06000023,392,W06000001,64,4058,445
W06000009,54774,48429,9705,34617,W06000010,1717,W06000008,1232,W06000011,249,W06000015,164,W06000012,83,W06000010,1749,W06000008,711,W06000011,173,W06000002,109,W06000015,102,7007,1263
W06000010,81402,67960,12055,45024,W06000011,8197,W06000012,1820,W06000009,1749,W06000008,1548,W06000015,679,W06000011,4487,W06000009,1717,W06000008,1581,W06000012,1474,W06000015,209,10330,1413
W06000011,103457,104289,8427,68085,W06000012,6724,W06000010,4487,W06000013,2042,W06000015,1848,W06000016,528,W06000012,12526,W06000010,8197,W06000013,1777,W06000015,872,W06000023,841,11316,3564
W06000012,59258,47641,4160,27790,W06000011,12526,W06000013,3672,W06000010,1474,W06000015,1299,W06000023,848,W06000011,6724,W06000013,3157,W06000010,1820,W06000016,1002,W06000023,731,7489,2257
W06000013,61551,56398,4910,34247,W06000015,4932,W06000012,3157,W06000016,2768,W06000014,2023,W06000011,1777,W06000016,4004,W06000012,3672,W06000014,2420,W06000015,2331,W06000011,2042,7737,2772
W06000014,59274,41672,5986,22423,W06000015,17773,W06000013,2420,W06000016,1614,W06000022,897,W06000018,478,W06000015,5576,W06000016,2350,W06000013,2023,W06000018,712,W06000022,513,7683,2089
W06000016,99690,73752,6863,47540,W06000015,16086,W06000013,4004,W06000018,3336,W06000024,3197,W06000014,2350,W06000015,5043,W06000018,3615,W06000013,2768,W06000024,2230,W06000014,1614,16314,4079
W06000024,25202,23027,1699,12779,W06000016,2230,W06000015,1956,W06000018,1663,W06000019,536,W06000022,303,W06000016,3197,W06000018,2240,W06000019,910,W06000015,737,W06000012,239,4036,1226
W06000018,77756,53381,5415,31991,W06000015,11992,W06000022,7418,W06000016,3615,W06000020,2459,W06000024,2240,W06000016,3336,W06000015,2845,W06000019,2256,W06000022,1909,W06000024,1663,12626,3966
W06000019,28400,20122,1682,13001,W06000021,2279,W06000018,2256,W06000020,1718,W06000022,1386,W06000024,910,W06000018,1648,W06000021,739,W06000020,707,W06000024,536,W06000016,406,5168,1403
W06000020,40415,36183,2621,19660,W06000022,6064,W06000021,2459,W06000015,2055,W06000018,1051,W06000019,707,W06000022,3999,W06000018,2459,W06000021,2289,W06000019,1718,W06000015,1295,5798,2142
W06000021,43210,35082,6828,15266,W06000022,3985,W06000020,2289,W06000015,1754,E06000025,1474,E06000023,1303,W06000020,2459,W06000019,2279,W06000022,1803,E07000080,1661,W06000018,814,10311,3972
W06000022,64691,69563,4795,34375,W06000015,7216,W06000020,3999,W06000018,1909,W06000021,1803,E06000023,844,W06000018,7418,W06000020,6064,W06000015,5767,W06000021,3985,W06000019,1386,9750,5773
W06000015,160377,189482,12190,104251,W06000022,5767,W06000014,5576,W06000016,5043,W06000018,2845,W06000013,2331,W06000014,17773,W06000016,16086,W06000018,11992,W06000022,7216,W06000013,4932,22374,15042